Zip	City	State	County
11429    	QUEENS VILLAGE                	NY	QUEENS                                                      
11430    	JAMAICA                       	NY	QUEENS                                                      
11431    	JAMAICA                       	NY	QUEENS                                                      
11432    	JAMAICA                       	NY	QUEENS                                                      
11433    	JAMAICA                       	NY	QUEENS                                                      
11434    	JAMAICA                       	NY	QUEENS                                                      
11435    	JAMAICA                       	NY	QUEENS                                                      
11436    	JAMAICA                       	NY	QUEENS                                                      
11439    	JAMAICA                       	NY	QUEENS                                                      
11451    	JAMAICA                       	NY	QUEENS                                                      
11484    	JAMAICA                       	NY	QUEENS                                                      
11499    	JAMAICA                       	NY	QUEENS                                                      
11501    	MINEOLA                       	NY	NASSAU                                                      
11507    	ALBERTSON                     	NY	NASSAU                                                      
11509    	ATLANTIC BEACH                	NY	NASSAU                                                      
11510    	BALDWIN                       	NY	NASSAU                                                      
11514    	CARLE PLACE                   	NY	NASSAU                                                      
11516    	CEDARHURST                    	NY	NASSAU                                                      
11518    	EAST ROCKAWAY                 	NY	NASSAU                                                      
11520    	FREEPORT                      	NY	NASSAU                                                      
11530    	GARDEN CITY                   	NY	NASSAU                                                      
11531    	GARDEN CITY                   	NY	NASSAU                                                      
11535    	GARDEN CITY                   	NY	NASSAU                                                      
11536    	GARDEN CITY                   	NY	NASSAU                                                      
11542    	GLEN COVE                     	NY	NASSAU                                                      
11545    	GLEN HEAD                     	NY	NASSAU                                                      
11547    	GLENWOOD LANDING              	NY	NASSAU                                                      
11548    	GREENVALE                     	NY	NASSAU                                                      
11549    	HEMPSTEAD                     	NY	NASSAU                                                      
11550    	HEMPSTEAD                     	NY	NASSAU                                                      
11551    	HEMPSTEAD                     	NY	NASSAU                                                      
11552    	WEST HEMPSTEAD                	NY	NASSAU                                                      
11553    	UNIONDALE                     	NY	NASSAU                                                      
11554    	EAST MEADOW                   	NY	NASSAU                                                      
11555    	UNIONDALE                     	NY	NASSAU                                                      
11556    	UNIONDALE                     	NY	NASSAU                                                      
11557    	HEWLETT                       	NY	NASSAU                                                      
11558    	ISLAND PARK                   	NY	NASSAU                                                      
11559    	LAWRENCE                      	NY	NASSAU                                                      
11560    	LOCUST VALLEY                 	NY	NASSAU                                                      
11561    	LONG BEACH                    	NY	NASSAU                                                      
11563    	LYNBROOK                      	NY	NASSAU                                                      
11564    	LYNBROOK                      	NY	NASSAU                                                      
11565    	MALVERNE                      	NY	NASSAU                                                      
11566    	MERRICK                       	NY	NASSAU                                                      
11568    	OLD WESTBURY                  	NY	NASSAU                                                      
11569    	POINT LOOKOUT                 	NY	NASSAU                                                      
11570    	ROCKVILLE CENTRE              	NY	NASSAU                                                      
11571    	ROCKVILLE CENTRE              	NY	NASSAU                                                      
11572    	OCEANSIDE                     	NY	NASSAU                                                      
11575    	ROOSEVELT                     	NY	NASSAU                                                      
11576    	ROSLYN                        	NY	NASSAU                                                      
11577    	ROSLYN HEIGHTS                	NY	NASSAU                                                      
11579    	SEA CLIFF                     	NY	NASSAU                                                      
11580    	VALLEY STREAM                 	NY	NASSAU                                                      
11581    	VALLEY STREAM                 	NY	NASSAU                                                      
11582    	VALLEY STREAM                 	NY	NASSAU                                                      
11583    	VALLEY STREAM                 	NY	NASSAU                                                      
11588    	UNIONDALE                     	NY	NASSAU                                                      
11590    	WESTBURY                      	NY	NASSAU                                                      
11592    	ROCKVILLE CENTRE              	NY	NASSAU                                                      
11593    	WESTBURY                      	NY	NASSAU                                                      
11594    	WESTBURY                      	NY	NASSAU                                                      
11595    	WESTBURY                      	NY	NASSAU                                                      
11596    	WILLISTON PARK                	NY	NASSAU                                                      
11597    	WESTBURY                      	NY	NASSAU                                                      
11598    	WOODMERE                      	NY	NASSAU                                                      
11599    	GARDEN CITY                   	NY	NASSAU                                                      
11690    	FAR ROCKAWAY                  	NY	QUEENS                                                      
11691    	FAR ROCKAWAY                  	NY	QUEENS                                                      
11692    	ARVERNE                       	NY	QUEENS                                                      
11693    	FAR ROCKAWAY                  	NY	QUEENS                                                      
11694    	ROCKAWAY PARK                 	NY	QUEENS                                                      
11695    	FAR ROCKAWAY                  	NY	QUEENS                                                      
11696    	INWOOD                        	NY	NASSAU                                                      
11697    	BREEZY POINT                  	NY	QUEENS                                                      
11701    	AMITYVILLE                    	NY	SUFFOLK                                                     
11702    	BABYLON                       	NY	SUFFOLK                                                     
11703    	NORTH BABYLON                 	NY	SUFFOLK                                                     
11704    	WEST BABYLON                  	NY	SUFFOLK                                                     
11705    	BAYPORT                       	NY	SUFFOLK                                                     
11706    	BAY SHORE                     	NY	SUFFOLK                                                     
11707    	WEST BABYLON                  	NY	SUFFOLK                                                     
11708    	AMITYVILLE                    	NY	SUFFOLK                                                     
11709    	BAYVILLE                      	NY	NASSAU                                                      
11710    	BELLMORE                      	NY	NASSAU                                                      
11713    	BELLPORT                      	NY	SUFFOLK                                                     
11714    	BETHPAGE                      	NY	NASSAU                                                      
11715    	BLUE POINT                    	NY	SUFFOLK                                                     
11716    	BOHEMIA                       	NY	SUFFOLK                                                     
11717    	BRENTWOOD                     	NY	SUFFOLK                                                     
11718    	BRIGHTWATERS                  	NY	SUFFOLK                                                     
11719    	BROOKHAVEN                    	NY	SUFFOLK                                                     
11720    	CENTEREACH                    	NY	SUFFOLK                                                     
11721    	CENTERPORT                    	NY	SUFFOLK                                                     
11722    	CENTRAL ISLIP                 	NY	SUFFOLK                                                     
11724    	COLD SPRING HARBOR            	NY	SUFFOLK                                                     
11725    	COMMACK                       	NY	SUFFOLK                                                     
11726    	COPIAGUE                      	NY	SUFFOLK                                                     
11727    	CORAM                         	NY	SUFFOLK                                                     
11729    	DEER PARK                     	NY	SUFFOLK                                                     
11730    	EAST ISLIP                    	NY	SUFFOLK                                                     
11731    	EAST NORTHPORT                	NY	SUFFOLK                                                     
11732    	EAST NORWICH                  	NY	NASSAU                                                      
11733    	EAST SETAUKET                 	NY	SUFFOLK                                                     
11735    	FARMINGDALE                   	NY	NASSAU                                                      
11736    	FARMINGDALE                   	NY	NASSAU                                                      
11737    	FARMINGDALE                   	NY	NASSAU                                                      
11738    	FARMINGVILLE                  	NY	SUFFOLK                                                     
11739    	GREAT RIVER                   	NY	SUFFOLK                                                     
11740    	GREENLAWN                     	NY	SUFFOLK                                                     
11741    	HOLBROOK                      	NY	SUFFOLK                                                     
11742    	HOLTSVILLE                    	NY	SUFFOLK                                                     
11743    	HUNTINGTON                    	NY	SUFFOLK                                                     
11745    	SMITHTOWN                     	NY	SUFFOLK                                                     
11746    	HUNTINGTON STATION            	NY	SUFFOLK                                                     
11747    	MELVILLE                      	NY	SUFFOLK                                                     
11749    	ISLANDIA                      	NY	SUFFOLK                                                     
11750    	HUNTINGTON STATION            	NY	SUFFOLK                                                     
11751    	ISLIP                         	NY	SUFFOLK                                                     
11752    	ISLIP TERRACE                 	NY	SUFFOLK                                                     
11753    	JERICHO                       	NY	NASSAU                                                      
11754    	KINGS PARK                    	NY	SUFFOLK                                                     
11755    	LAKE GROVE                    	NY	SUFFOLK                                                     
11756    	LEVITTOWN                     	NY	NASSAU                                                      
11757    	LINDENHURST                   	NY	SUFFOLK                                                     
11758    	MASSAPEQUA                    	NY	NASSAU                                                      
11760    	ISLANDIA                      	NY	SUFFOLK                                                     
11762    	MASSAPEQUA PARK               	NY	NASSAU                                                      
11763    	MEDFORD                       	NY	SUFFOLK                                                     
11764    	MILLER PLACE                  	NY	SUFFOLK                                                     
11765    	MILL NECK                     	NY	NASSAU                                                      
11766    	MOUNT SINAI                   	NY	SUFFOLK                                                     
11767    	NESCONSET                     	NY	SUFFOLK                                                     
11768    	NORTHPORT                     	NY	SUFFOLK                                                     
11769    	OAKDALE                       	NY	SUFFOLK                                                     
11770    	OCEAN BEACH                   	NY	SUFFOLK                                                     
11771    	OYSTER BAY                    	NY	NASSAU                                                      
11772    	PATCHOGUE                     	NY	SUFFOLK                                                     
11773    	SYOSSET                       	NY	NASSAU                                                      
11774    	FARMINGDALE                   	NY	NASSAU                                                      
11775    	MELVILLE                      	NY	SUFFOLK                                                     
11776    	PORT JEFFERSON STATION        	NY	SUFFOLK                                                     
11777    	PORT JEFFERSON                	NY	SUFFOLK                                                     
11778    	ROCKY POINT                   	NY	SUFFOLK                                                     
11779    	RONKONKOMA                    	NY	SUFFOLK                                                     
11780    	SAINT JAMES                   	NY	SUFFOLK                                                     
11782    	SAYVILLE                      	NY	SUFFOLK                                                     
11783    	SEAFORD                       	NY	NASSAU                                                      
11784    	SELDEN                        	NY	SUFFOLK                                                     
11786    	SHOREHAM                      	NY	SUFFOLK                                                     
11787    	SMITHTOWN                     	NY	SUFFOLK                                                     
11788    	HAUPPAUGE                     	NY	SUFFOLK                                                     
11789    	SOUND BEACH                   	NY	SUFFOLK                                                     
11790    	STONY BROOK                   	NY	SUFFOLK                                                     
11791    	SYOSSET                       	NY	NASSAU                                                      
11792    	WADING RIVER                  	NY	SUFFOLK                                                     
11793    	WANTAGH                       	NY	NASSAU                                                      
11794    	STONY BROOK                   	NY	SUFFOLK                                                     
11795    	WEST ISLIP                    	NY	SUFFOLK                                                     
11796    	WEST SAYVILLE                 	NY	SUFFOLK                                                     
11797    	WOODBURY                      	NY	NASSAU                                                      
11798    	WYANDANCH                     	NY	SUFFOLK                                                     
11801    	HICKSVILLE                    	NY	NASSAU                                                      
11802    	HICKSVILLE                    	NY	NASSAU                                                      
11803    	PLAINVIEW                     	NY	NASSAU                                                      
11804    	OLD BETHPAGE                  	NY	NASSAU                                                      
11805    	MID ISLAND                    	NY	SUFFOLK                                                     
11815    	HICKSVILLE                    	NY	NASSAU                                                      
11819    	HICKSVILLE                    	NY	NASSAU                                                      
11853    	JERICHO                       	NY	NASSAU                                                      
11854    	HICKSVILLE                    	NY	NASSAU                                                      
11855    	HICKSVILLE                    	NY	NASSAU                                                      
11901    	RIVERHEAD                     	NY	SUFFOLK                                                     
11930    	AMAGANSETT                    	NY	SUFFOLK                                                     
11931    	AQUEBOGUE                     	NY	SUFFOLK                                                     
11932    	BRIDGEHAMPTON                 	NY	SUFFOLK                                                     
11933    	CALVERTON                     	NY	SUFFOLK                                                     
11934    	CENTER MORICHES               	NY	SUFFOLK                                                     
11935    	CUTCHOGUE                     	NY	SUFFOLK                                                     
11937    	EAST HAMPTON                  	NY	SUFFOLK                                                     
11939    	EAST MARION                   	NY	SUFFOLK                                                     
11940    	EAST MORICHES                 	NY	SUFFOLK                                                     
11941    	EASTPORT                      	NY	SUFFOLK                                                     
11942    	EAST QUOGUE                   	NY	SUFFOLK                                                     
11944    	GREENPORT                     	NY	SUFFOLK                                                     
11946    	HAMPTON BAYS                  	NY	SUFFOLK                                                     
11947    	JAMESPORT                     	NY	SUFFOLK                                                     
11948    	LAUREL                        	NY	SUFFOLK                                                     
11949    	MANORVILLE                    	NY	SUFFOLK                                                     
11950    	MASTIC                        	NY	SUFFOLK                                                     
11951    	MASTIC BEACH                  	NY	SUFFOLK                                                     
11952    	MATTITUCK                     	NY	SUFFOLK                                                     
11953    	MIDDLE ISLAND                 	NY	SUFFOLK                                                     
11954    	MONTAUK                       	NY	SUFFOLK                                                     
11955    	MORICHES                      	NY	SUFFOLK                                                     
11956    	NEW SUFFOLK                   	NY	SUFFOLK                                                     
11957    	ORIENT                        	NY	SUFFOLK                                                     
11958    	PECONIC                       	NY	SUFFOLK                                                     
11959    	QUOGUE                        	NY	SUFFOLK                                                     
11960    	REMSENBURG                    	NY	SUFFOLK                                                     
11961    	RIDGE                         	NY	SUFFOLK                                                     
11962    	SAGAPONACK                    	NY	SUFFOLK                                                     
11963    	SAG HARBOR                    	NY	SUFFOLK                                                     
11964    	SHELTER ISLAND                	NY	SUFFOLK                                                     
11965    	SHELTER ISLAND HEIGHTS        	NY	SUFFOLK                                                     
11967    	SHIRLEY                       	NY	SUFFOLK                                                     
11968    	SOUTHAMPTON                   	NY	SUFFOLK                                                     
11969    	SOUTHAMPTON                   	NY	SUFFOLK                                                     
11970    	SOUTH JAMESPORT               	NY	SUFFOLK                                                     
11971    	SOUTHOLD                      	NY	SUFFOLK                                                     
11972    	SPEONK                        	NY	SUFFOLK                                                     
11973    	UPTON                         	NY	SUFFOLK                                                     
11975    	WAINSCOTT                     	NY	SUFFOLK                                                     
11976    	WATER MILL                    	NY	SUFFOLK                                                     
11977    	WESTHAMPTON                   	NY	SUFFOLK                                                     
11978    	WESTHAMPTON BEACH             	NY	SUFFOLK                                                     
11980    	YAPHANK                       	NY	SUFFOLK                                                     
12007    	ALCOVE                        	NY	ALBANY                                                      
12008    	ALPLAUS                       	NY	SCHENECTADY                                                 
12009    	ALTAMONT                      	NY	ALBANY                                                      
12010    	AMSTERDAM                     	NY	MONTGOMERY                                                  
12015    	ATHENS                        	NY	GREENE                                                      
12016    	AURIESVILLE                   	NY	MONTGOMERY                                                  
12017    	AUSTERLITZ                    	NY	COLUMBIA                                                    
12018    	AVERILL PARK                  	NY	RENSSELAER                                                  
12019    	BALLSTON LAKE                 	NY	SARATOGA                                                    
12020    	BALLSTON SPA                  	NY	SARATOGA                                                    
12022    	BERLIN                        	NY	RENSSELAER                                                  
12023    	BERNE                         	NY	ALBANY                                                      
12024    	BRAINARD                      	NY	RENSSELAER                                                  
12025    	BROADALBIN                    	NY	FULTON                                                      
12027    	BURNT HILLS                   	NY	SARATOGA                                                    
12028    	BUSKIRK                       	NY	RENSSELAER                                                  
12029    	CANAAN                        	NY	COLUMBIA                                                    
12031    	CARLISLE                      	NY	SCHOHARIE                                                   
12032    	CAROGA LAKE                   	NY	FULTON                                                      
12033    	CASTLETON ON HUDSON           	NY	RENSSELAER                                                  
12035    	CENTRAL BRIDGE                	NY	SCHOHARIE                                                   
12036    	CHARLOTTEVILLE                	NY	SCHOHARIE                                                   
12037    	CHATHAM                       	NY	COLUMBIA                                                    
12040    	CHERRY PLAIN                  	NY	RENSSELAER                                                  
12041    	CLARKSVILLE                   	NY	ALBANY                                                      
12042    	CLIMAX                        	NY	GREENE                                                      
12043    	COBLESKILL                    	NY	SCHOHARIE                                                   
12045    	COEYMANS                      	NY	ALBANY                                                      
12046    	COEYMANS HOLLOW               	NY	ALBANY                                                      
12047    	COHOES                        	NY	ALBANY                                                      
12050    	COLUMBIAVILLE                 	NY	COLUMBIA                                                    
12051    	COXSACKIE                     	NY	GREENE                                                      
12052    	CROPSEYVILLE                  	NY	RENSSELAER                                                  
12053    	DELANSON                      	NY	SCHENECTADY                                                 
12054    	DELMAR                        	NY	ALBANY                                                      
12055    	DORMANSVILLE                  	NY	ALBANY                                                      
12056    	DUANESBURG                    	NY	SCHENECTADY                                                 
12057    	EAGLE BRIDGE                  	NY	RENSSELAER                                                  
12058    	EARLTON                       	NY	GREENE                                                      
12059    	EAST BERNE                    	NY	ALBANY                                                      
12060    	EAST CHATHAM                  	NY	COLUMBIA                                                    
12061    	EAST GREENBUSH                	NY	RENSSELAER                                                  
12062    	EAST NASSAU                   	NY	RENSSELAER                                                  
12063    	EAST SCHODACK                 	NY	RENSSELAER                                                  
12064    	EAST WORCESTER                	NY	OTSEGO                                                      
12065    	CLIFTON PARK                  	NY	SARATOGA                                                    
12066    	ESPERANCE                     	NY	MONTGOMERY                                                  
12067    	FEURA BUSH                    	NY	ALBANY                                                      
12068    	FONDA                         	NY	MONTGOMERY                                                  
12069    	FORT HUNTER                   	NY	MONTGOMERY                                                  
12070    	FORT JOHNSON                  	NY	MONTGOMERY                                                  
12071    	FULTONHAM                     	NY	SCHOHARIE                                                   
12072    	FULTONVILLE                   	NY	MONTGOMERY                                                  
12073    	GALLUPVILLE                   	NY	SCHOHARIE                                                   
12074    	GALWAY                        	NY	SARATOGA                                                    
12075    	GHENT                         	NY	COLUMBIA                                                    
12076    	GILBOA                        	NY	SCHOHARIE                                                   
12077    	GLENMONT                      	NY	ALBANY                                                      
12078    	GLOVERSVILLE                  	NY	FULTON                                                      
12082    	GRAFTON                       	NY	RENSSELAER                                                  
12083    	GREENVILLE                    	NY	GREENE                                                      
12084    	GUILDERLAND                   	NY	ALBANY                                                      
12085    	GUILDERLAND CENTER            	NY	ALBANY                                                      
12086    	HAGAMAN                       	NY	MONTGOMERY                                                  
12087    	HANNACROIX                    	NY	GREENE                                                      
12089    	HOOSICK                       	NY	RENSSELAER                                                  
12090    	HOOSICK FALLS                 	NY	RENSSELAER                                                  
12092    	HOWES CAVE                    	NY	SCHOHARIE                                                   
12093    	JEFFERSON                     	NY	SCHOHARIE                                                   
12094    	JOHNSONVILLE                  	NY	RENSSELAER                                                  
12095    	JOHNSTOWN                     	NY	FULTON                                                      
12106    	KINDERHOOK                    	NY	COLUMBIA                                                    
12107    	KNOX                          	NY	ALBANY                                                      
12108    	LAKE PLEASANT                 	NY	HAMILTON                                                    
12110    	LATHAM                        	NY	ALBANY                                                      
12111    	LATHAM                        	NY	ALBANY                                                      
12115    	MALDEN BRIDGE                 	NY	COLUMBIA                                                    
12116    	MARYLAND                      	NY	OTSEGO                                                      
12117    	MAYFIELD                      	NY	FULTON                                                      
12118    	MECHANICVILLE                 	NY	SARATOGA                                                    
12120    	MEDUSA                        	NY	ALBANY                                                      
12121    	MELROSE                       	NY	RENSSELAER                                                  
12122    	MIDDLEBURGH                   	NY	ALBANY                                                      
12123    	NASSAU                        	NY	RENSSELAER                                                  
12124    	NEW BALTIMORE                 	NY	GREENE                                                      
12125    	NEW LEBANON                   	NY	COLUMBIA                                                    
12128    	NEWTONVILLE                   	NY	ALBANY                                                      
12130    	NIVERVILLE                    	NY	COLUMBIA                                                    
12131    	NORTH BLENHEIM                	NY	SCHOHARIE                                                   
12132    	NORTH CHATHAM                 	NY	COLUMBIA                                                    
12133    	NORTH HOOSICK                 	NY	RENSSELAER                                                  
12134    	NORTHVILLE                    	NY	FULTON                                                      
12136    	OLD CHATHAM                   	NY	COLUMBIA                                                    
12137    	PATTERSONVILLE                	NY	SCHENECTADY                                                 
12138    	PETERSBURG                    	NY	RENSSELAER                                                  
12139    	PISECO                        	NY	HAMILTON                                                    
12140    	POESTENKILL                   	NY	RENSSELAER                                                  
12141    	QUAKER STREET                 	NY	SCHENECTADY                                                 
12143    	RAVENA                        	NY	ALBANY                                                      
12144    	RENSSELAER                    	NY	RENSSELAER                                                  
12147    	RENSSELAERVILLE               	NY	ALBANY                                                      
12148    	REXFORD                       	NY	SARATOGA                                                    
12149    	RICHMONDVILLE                 	NY	SCHOHARIE                                                   
12150    	ROTTERDAM JUNCTION            	NY	SCHENECTADY                                                 
12151    	ROUND LAKE                    	NY	SARATOGA                                                    
12153    	SAND LAKE                     	NY	RENSSELAER                                                  
12154    	SCHAGHTICOKE                  	NY	RENSSELAER                                                  
12155    	SCHENEVUS                     	NY	OTSEGO                                                      
12156    	SCHODACK LANDING              	NY	RENSSELAER                                                  
12157    	SCHOHARIE                     	NY	SCHOHARIE                                                   
12158    	SELKIRK                       	NY	ALBANY                                                      
12159    	SLINGERLANDS                  	NY	ALBANY                                                      
12160    	SLOANSVILLE                   	NY	SCHOHARIE                                                   
12161    	SOUTH BETHLEHEM               	NY	ALBANY                                                      
12162    	SOUTH SCHODACK                	NY	RENSSELAER                                                  
12164    	SPECULATOR                    	NY	HAMILTON                                                    
12165    	SPENCERTOWN                   	NY	COLUMBIA                                                    
12166    	SPRAKERS                      	NY	MONTGOMERY                                                  
12167    	STAMFORD                      	NY	DELAWARE                                                    
12168    	STEPHENTOWN                   	NY	RENSSELAER                                                  
12169    	STEPHENTOWN                   	NY	RENSSELAER                                                  
12170    	STILLWATER                    	NY	SARATOGA                                                    
12172    	STOTTVILLE                    	NY	COLUMBIA                                                    
12173    	STUYVESANT                    	NY	COLUMBIA                                                    
12174    	STUYVESANT FALLS              	NY	COLUMBIA                                                    
12175    	SUMMIT                        	NY	SCHOHARIE                                                   
12176    	SURPRISE                      	NY	GREENE                                                      
12177    	TRIBES HILL                   	NY	MONTGOMERY                                                  
12179    	TROY                          	NY	RENSSELAER                                                  
12180    	TROY                          	NY	RENSSELAER                                                  
12181    	TROY                          	NY	RENSSELAER                                                  
12182    	TROY                          	NY	RENSSELAER                                                  
12183    	TROY                          	NY	ALBANY                                                      
12184    	VALATIE                       	NY	COLUMBIA                                                    
12185    	VALLEY FALLS                  	NY	RENSSELAER                                                  
12186    	VOORHEESVILLE                 	NY	ALBANY                                                      
12187    	WARNERVILLE                   	NY	SCHOHARIE                                                   
12188    	WATERFORD                     	NY	SARATOGA                                                    
12189    	WATERVLIET                    	NY	ALBANY                                                      
12190    	WELLS                         	NY	HAMILTON                                                    
12192    	WEST COXSACKIE                	NY	GREENE                                                      
12193    	WESTERLO                      	NY	ALBANY                                                      
12194    	WEST FULTON                   	NY	SCHOHARIE                                                   
12195    	WEST LEBANON                  	NY	COLUMBIA                                                    
12196    	WEST SAND LAKE                	NY	RENSSELAER                                                  
12197    	WORCESTER                     	NY	OTSEGO                                                      
12198    	WYNANTSKILL                   	NY	RENSSELAER                                                  
12201    	ALBANY                        	NY	ALBANY                                                      
12202    	ALBANY                        	NY	ALBANY                                                      
12203    	ALBANY                        	NY	ALBANY                                                      
12204    	ALBANY                        	NY	ALBANY                                                      
12205    	ALBANY                        	NY	ALBANY                                                      
12206    	ALBANY                        	NY	ALBANY                                                      
12207    	ALBANY                        	NY	ALBANY                                                      
12208    	ALBANY                        	NY	ALBANY                                                      
12209    	ALBANY                        	NY	ALBANY                                                      
12210    	ALBANY                        	NY	ALBANY                                                      
12211    	ALBANY                        	NY	ALBANY                                                      
12212    	ALBANY                        	NY	ALBANY                                                      
12214    	ALBANY                        	NY	ALBANY                                                      
12220    	ALBANY                        	NY	ALBANY                                                      
12222    	ALBANY                        	NY	ALBANY                                                      
12223    	ALBANY                        	NY	ALBANY                                                      
12224    	ALBANY                        	NY	ALBANY                                                      
12225    	ALBANY                        	NY	ALBANY                                                      
12226    	ALBANY                        	NY	ALBANY                                                      
12227    	ALBANY                        	NY	ALBANY                                                      
12228    	ALBANY                        	NY	ALBANY                                                      
12229    	ALBANY                        	NY	ALBANY                                                      
12230    	ALBANY                        	NY	ALBANY                                                      
12231    	ALBANY                        	NY	ALBANY                                                      
12232    	ALBANY                        	NY	ALBANY                                                      
12233    	ALBANY                        	NY	ALBANY                                                      
12234    	ALBANY                        	NY	ALBANY                                                      
12235    	ALBANY                        	NY	ALBANY                                                      
12236    	ALBANY                        	NY	ALBANY                                                      
12237    	ALBANY                        	NY	ALBANY                                                      
12238    	ALBANY                        	NY	ALBANY                                                      
12239    	ALBANY                        	NY	ALBANY                                                      
12240    	ALBANY                        	NY	ALBANY                                                      
12241    	ALBANY                        	NY	ALBANY                                                      
12242    	ALBANY                        	NY	ALBANY                                                      
12243    	ALBANY                        	NY	ALBANY                                                      
12244    	ALBANY                        	NY	ALBANY                                                      
12245    	ALBANY                        	NY	ALBANY                                                      
12246    	ALBANY                        	NY	ALBANY                                                      
12247    	ALBANY                        	NY	ALBANY                                                      
12248    	ALBANY                        	NY	ALBANY                                                      
12249    	ALBANY                        	NY	ALBANY                                                      
12250    	ALBANY                        	NY	ALBANY                                                      
12252    	ALBANY                        	NY	ALBANY                                                      
12255    	ALBANY                        	NY	ALBANY                                                      
12256    	ALBANY                        	NY	ALBANY                                                      
12257    	ALBANY                        	NY	ALBANY                                                      
12260    	ALBANY                        	NY	ALBANY                                                      
12261    	ALBANY                        	NY	ALBANY                                                      
12262    	ALBANY                        	NY	ALBANY                                                      
12288    	ALBANY                        	NY	ALBANY                                                      
12301    	SCHENECTADY                   	NY	SCHENECTADY                                                 
12302    	SCHENECTADY                   	NY	SCHENECTADY                                                 
12303    	SCHENECTADY                   	NY	SCHENECTADY                                                 
12304    	SCHENECTADY                   	NY	SCHENECTADY                                                 
12305    	SCHENECTADY                   	NY	SCHENECTADY                                                 
12306    	SCHENECTADY                   	NY	SCHENECTADY                                                 
12307    	SCHENECTADY                   	NY	SCHENECTADY                                                 
12308    	SCHENECTADY                   	NY	SCHENECTADY                                                 
12309    	SCHENECTADY                   	NY	SCHENECTADY                                                 
12325    	SCHENECTADY                   	NY	SCHENECTADY                                                 
12345    	SCHENECTADY                   	NY	SCHENECTADY                                                 
12401    	KINGSTON                      	NY	ULSTER                                                      
12402    	KINGSTON                      	NY	ULSTER                                                      
